episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,agent_timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,hist_stats/episode_reward,hist_stats/episode_lengths,timers/grad_wait_time_ms,timers/apply_grad_time_ms,timers/apply_grad_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/allreduce_latency,info/learner/grad_gnorm,info/learner/policy_entropy,info/learner/policy_loss,info/learner/vf_loss
9.0,0.0,2.38,833.48,6,1,19350,0,False,100,21,1a9ffbb7c65b4b51a995b5b5a0f9e418,2021-11-13_03-51-09,1636786269,5.021549701690674,101.5428056716919,16491,werikcyano,192.168.1.8,101.5428056716919,0,21,d0fac_00000,"[0.0, 0.0, 0.0, 0.0, 9.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 9.0, 9.0, 9.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 0.0, 9.0, 0.0, 9.0, 0.0, 9.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 9.0, 5.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]","[533, 517, 535, 527, 1620, 520, 1632, 523, 520, 525, 532, 519, 1628, 1636, 1644, 1616, 523, 1628, 533, 517, 523, 523, 525, 1624, 537, 1640, 527, 1628, 515, 1624, 537, 525, 1624, 533, 520, 524, 1640, 543, 516, 533, 1624, 519, 529, 531, 521, 525, 516, 520, 521, 525, 1636, 517, 519, 1628, 527, 525, 519, 527, 1644, 1410, 815, 801, 801, 792, 813, 792, 803, 819, 796, 792, 796, 819, 802, 802, 798, 808, 819, 815, 797, 815, 805, 791, 804, 816, 790, 804, 791, 808, 809, 800, 798, 793, 811, 814, 795, 799, 815, 814, 813, 811]",148.947,5.822,5152.644,10.126,19350,19350,53.68571428571429,51.55714285714286,0.0,10.54556,5.303347110748291,-0.21907320618629456,0.0020762926433235407
9.0,0.0,2.4,836.16,4,1,20130,0,False,104,22,1a9ffbb7c65b4b51a995b5b5a0f9e418,2021-11-13_03-51-14,1636786274,5.1549391746521,106.697744846344,16491,werikcyano,192.168.1.8,106.697744846344,0,22,d0fac_00000,"[9.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 9.0, 9.0, 9.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 0.0, 9.0, 0.0, 9.0, 0.0, 9.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 9.0, 5.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0, 2.0, 0.0, 0.0]","[1620, 520, 1632, 523, 520, 525, 532, 519, 1628, 1636, 1644, 1616, 523, 1628, 533, 517, 523, 523, 525, 1624, 537, 1640, 527, 1628, 515, 1624, 537, 525, 1624, 533, 520, 524, 1640, 543, 516, 533, 1624, 519, 529, 531, 521, 525, 516, 520, 521, 525, 1636, 517, 519, 1628, 527, 525, 519, 527, 1644, 1410, 815, 801, 801, 792, 813, 792, 803, 819, 796, 792, 796, 819, 802, 802, 798, 808, 819, 815, 797, 815, 805, 791, 804, 816, 790, 804, 791, 808, 809, 800, 798, 793, 811, 814, 795, 799, 815, 814, 813, 811, 523, 812, 521, 524]",184.61,6.013,4989.517,15.01,20130,20130,78.3375,51.724999999999994,0.0,3.2619762,1.7314950227737427,-0.0010725054889917374,0.0028675314970314503
9.0,0.0,2.34,835.15,5,1,21120,0,False,109,23,1a9ffbb7c65b4b51a995b5b5a0f9e418,2021-11-13_03-51-19,1636786279,5.060107946395874,111.75785279273987,16491,werikcyano,192.168.1.8,111.75785279273987,0,23,d0fac_00000,"[0.0, 0.0, 0.0, 9.0, 9.0, 9.0, 9.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 0.0, 9.0, 0.0, 9.0, 0.0, 9.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 9.0, 5.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0, 2.0, 0.0, 0.0, 0.0, 5.0, 0.0, 2.0, 5.0]","[525, 532, 519, 1628, 1636, 1644, 1616, 523, 1628, 533, 517, 523, 523, 525, 1624, 537, 1640, 527, 1628, 515, 1624, 537, 525, 1624, 533, 520, 524, 1640, 543, 516, 533, 1624, 519, 529, 531, 521, 525, 516, 520, 521, 525, 1636, 517, 519, 1628, 527, 525, 519, 527, 1644, 1410, 815, 801, 801, 792, 813, 792, 803, 819, 796, 792, 796, 819, 802, 802, 798, 808, 819, 815, 797, 815, 805, 791, 804, 816, 790, 804, 791, 808, 809, 800, 798, 793, 811, 814, 795, 799, 815, 814, 813, 811, 523, 812, 521, 524, 536, 1410, 524, 822, 1422]",137.858,5.541,5413.775,9.367,21120,21120,54.82857142857143,51.01428571428572,0.0,201.69792,8.24248218536377,6.065404415130615,3.61442232131958
9.0,0.0,2.17,816.05,6,1,22140,0,False,115,24,1a9ffbb7c65b4b51a995b5b5a0f9e418,2021-11-13_03-51-24,1636786284,5.100786209106445,116.85863900184631,16491,werikcyano,192.168.1.8,116.85863900184631,0,24,d0fac_00000,"[9.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 0.0, 9.0, 0.0, 9.0, 0.0, 9.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 9.0, 5.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0, 2.0, 0.0, 0.0, 0.0, 5.0, 0.0, 2.0, 5.0, 2.0, 2.0, 3.0, 1.0, 0.0, 2.0]","[1616, 523, 1628, 533, 517, 523, 523, 525, 1624, 537, 1640, 527, 1628, 515, 1624, 537, 525, 1624, 533, 520, 524, 1640, 543, 516, 533, 1624, 519, 529, 531, 521, 525, 516, 520, 521, 525, 1636, 517, 519, 1628, 527, 525, 519, 527, 1644, 1410, 815, 801, 801, 792, 813, 792, 803, 819, 796, 792, 796, 819, 802, 802, 798, 808, 819, 815, 797, 815, 805, 791, 804, 816, 790, 804, 791, 808, 809, 800, 798, 793, 811, 814, 795, 799, 815, 814, 813, 811, 523, 812, 521, 524, 536, 1410, 524, 822, 1422, 813, 824, 943, 699, 500, 795]",133.866,4.714,6364.006,8.849,22140,22140,50.92857142857144,50.98571428571428,0.0,65.66277,0.009918192401528358,-5.5969172535697e-05,0.2565701901912689
9.0,0.0,2.09,807.93,5,1,23160,0,False,120,25,1a9ffbb7c65b4b51a995b5b5a0f9e418,2021-11-13_03-51-29,1636786289,5.091754198074341,121.95039319992065,16491,werikcyano,192.168.1.8,121.95039319992065,0,25,d0fac_00000,"[0.0, 0.0, 0.0, 9.0, 0.0, 9.0, 0.0, 9.0, 0.0, 9.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 9.0, 5.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0, 2.0, 0.0, 0.0, 0.0, 5.0, 0.0, 2.0, 5.0, 2.0, 2.0, 3.0, 1.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]","[523, 523, 525, 1624, 537, 1640, 527, 1628, 515, 1624, 537, 525, 1624, 533, 520, 524, 1640, 543, 516, 533, 1624, 519, 529, 531, 521, 525, 516, 520, 521, 525, 1636, 517, 519, 1628, 527, 525, 519, 527, 1644, 1410, 815, 801, 801, 792, 813, 792, 803, 819, 796, 792, 796, 819, 802, 802, 798, 808, 819, 815, 797, 815, 805, 791, 804, 816, 790, 804, 791, 808, 809, 800, 798, 793, 811, 814, 795, 799, 815, 814, 813, 811, 523, 812, 521, 524, 536, 1410, 524, 822, 1422, 813, 824, 943, 699, 500, 795, 799, 794, 807, 807, 798]",135.859,4.8,6249.708,9.202,23160,23160,50.614285714285714,51.0,0.0,94.036575,0.4611557424068451,0.011161685921251774,2.4869730472564697
9.0,0.0,1.9,785.47,8,1,24150,0,False,128,26,1a9ffbb7c65b4b51a995b5b5a0f9e418,2021-11-13_03-51-34,1636786294,5.004270553588867,126.95466375350952,16491,werikcyano,192.168.1.8,126.95466375350952,0,26,d0fac_00000,"[0.0, 9.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 9.0, 5.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0, 2.0, 0.0, 0.0, 0.0, 5.0, 0.0, 2.0, 5.0, 2.0, 2.0, 3.0, 1.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0, 0.0, 2.0, 0.0, 0.0]","[515, 1624, 537, 525, 1624, 533, 520, 524, 1640, 543, 516, 533, 1624, 519, 529, 531, 521, 525, 516, 520, 521, 525, 1636, 517, 519, 1628, 527, 525, 519, 527, 1644, 1410, 815, 801, 801, 792, 813, 792, 803, 819, 796, 792, 796, 819, 802, 802, 798, 808, 819, 815, 797, 815, 805, 791, 804, 816, 790, 804, 791, 808, 809, 800, 798, 793, 811, 814, 795, 799, 815, 814, 813, 811, 523, 812, 521, 524, 536, 1410, 524, 822, 1422, 813, 824, 943, 699, 500, 795, 799, 794, 807, 807, 798, 819, 795, 791, 503, 507, 816, 529, 521]",135.084,4.649,6453.239,10.468,24150,24150,50.225,51.0125,0.0,2.1376824,1.2809284925460815,-0.0016352897509932518,0.014548364095389843
9.0,0.0,1.81,778.13,5,1,25080,0,False,133,27,1a9ffbb7c65b4b51a995b5b5a0f9e418,2021-11-13_03-51-40,1636786300,5.020235776901245,131.97489953041077,16491,werikcyano,192.168.1.8,131.97489953041077,0,27,d0fac_00000,"[0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 9.0, 5.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0, 2.0, 0.0, 0.0, 0.0, 5.0, 0.0, 2.0, 5.0, 2.0, 2.0, 3.0, 1.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 5.0, 2.0, 2.0]","[533, 520, 524, 1640, 543, 516, 533, 1624, 519, 529, 531, 521, 525, 516, 520, 521, 525, 1636, 517, 519, 1628, 527, 525, 519, 527, 1644, 1410, 815, 801, 801, 792, 813, 792, 803, 819, 796, 792, 796, 819, 802, 802, 798, 808, 819, 815, 797, 815, 805, 791, 804, 816, 790, 804, 791, 808, 809, 800, 798, 793, 811, 814, 795, 799, 815, 814, 813, 811, 523, 812, 521, 524, 536, 1410, 524, 822, 1422, 813, 824, 943, 699, 500, 795, 799, 794, 807, 807, 798, 819, 795, 791, 503, 507, 816, 529, 521, 521, 537, 1406, 822, 805]",151.969,7.389,4060.17,16.141,25080,25080,56.68571428571429,51.0,0.0,8.381659,14.16240119934082,0.05128452554345131,0.018803076818585396
9.0,0.0,1.82,780.38,6,1,25980,0,False,139,28,1a9ffbb7c65b4b51a995b5b5a0f9e418,2021-11-13_03-51-45,1636786305,4.987656354904175,136.96255588531494,16491,werikcyano,192.168.1.8,136.96255588531494,0,28,d0fac_00000,"[0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 9.0, 5.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0, 2.0, 0.0, 0.0, 0.0, 5.0, 0.0, 2.0, 5.0, 2.0, 2.0, 3.0, 1.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 5.0, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 3.0, 0.0]","[533, 1624, 519, 529, 531, 521, 525, 516, 520, 521, 525, 1636, 517, 519, 1628, 527, 525, 519, 527, 1644, 1410, 815, 801, 801, 792, 813, 792, 803, 819, 796, 792, 796, 819, 802, 802, 798, 808, 819, 815, 797, 815, 805, 791, 804, 816, 790, 804, 791, 808, 809, 800, 798, 793, 811, 814, 795, 799, 815, 814, 813, 811, 523, 812, 521, 524, 536, 1410, 524, 822, 1422, 813, 824, 943, 699, 500, 795, 799, 794, 807, 807, 798, 819, 795, 791, 503, 507, 816, 529, 521, 521, 537, 1406, 822, 805, 799, 811, 816, 639, 931, 505]",151.411,6.466,4639.392,12.891,25980,25980,58.22857142857142,51.10000000000001,0.0,45.969826,37.19896697998047,5.637401580810547,2.4283952713012695
9.0,0.0,1.75,772.13,5,1,26970,0,False,144,29,1a9ffbb7c65b4b51a995b5b5a0f9e418,2021-11-13_03-51-50,1636786310,5.045433759689331,142.00798964500427,16491,werikcyano,192.168.1.8,142.00798964500427,0,29,d0fac_00000,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 9.0, 5.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0, 2.0, 0.0, 0.0, 0.0, 5.0, 0.0, 2.0, 5.0, 2.0, 2.0, 3.0, 1.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 5.0, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 3.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0]","[521, 525, 516, 520, 521, 525, 1636, 517, 519, 1628, 527, 525, 519, 527, 1644, 1410, 815, 801, 801, 792, 813, 792, 803, 819, 796, 792, 796, 819, 802, 802, 798, 808, 819, 815, 797, 815, 805, 791, 804, 816, 790, 804, 791, 808, 809, 800, 798, 793, 811, 814, 795, 799, 815, 814, 813, 811, 523, 812, 521, 524, 536, 1410, 524, 822, 1422, 813, 824, 943, 699, 500, 795, 799, 794, 807, 807, 798, 819, 795, 791, 503, 507, 816, 529, 521, 521, 537, 1406, 822, 805, 799, 811, 816, 639, 931, 505, 523, 817, 523, 531, 517]",134.372,4.705,6375.549,10.039,26970,26970,52.957142857142856,51.0,0.0,2.631208,40.241859436035156,-0.7530583739280701,0.0072785597294569016
9.0,0.0,1.79,780.13,7,1,27930,0,False,151,30,1a9ffbb7c65b4b51a995b5b5a0f9e418,2021-11-13_03-51-55,1636786315,5.054666519165039,147.0626561641693,16491,werikcyano,192.168.1.8,147.0626561641693,0,30,d0fac_00000,"[0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 0.0, 9.0, 5.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0, 2.0, 0.0, 0.0, 0.0, 5.0, 0.0, 2.0, 5.0, 2.0, 2.0, 3.0, 1.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 5.0, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 3.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 3.0, 0.0, 1.0]","[517, 519, 1628, 527, 525, 519, 527, 1644, 1410, 815, 801, 801, 792, 813, 792, 803, 819, 796, 792, 796, 819, 802, 802, 798, 808, 819, 815, 797, 815, 805, 791, 804, 816, 790, 804, 791, 808, 809, 800, 798, 793, 811, 814, 795, 799, 815, 814, 813, 811, 523, 812, 521, 524, 536, 1410, 524, 822, 1422, 813, 824, 943, 699, 500, 795, 799, 794, 807, 807, 798, 819, 795, 791, 503, 507, 816, 529, 521, 521, 537, 1406, 822, 805, 799, 811, 816, 639, 931, 505, 523, 817, 523, 531, 517, 1718, 508, 519, 503, 1084, 512, 720]",137.845,4.907,6114.057,9.464,27930,27930,52.728571428571435,50.98571428571428,0.0,2.0708172,36.374603271484375,-0.19860613346099854,0.0034920170437544584
9.0,0.0,1.77,779.11,6,1,28920,0,False,157,31,1a9ffbb7c65b4b51a995b5b5a0f9e418,2021-11-13_03-52-00,1636786320,4.968549966812134,152.03120613098145,16491,werikcyano,192.168.1.8,152.03120613098145,0,31,d0fac_00000,"[0.0, 9.0, 5.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0, 2.0, 0.0, 0.0, 0.0, 5.0, 0.0, 2.0, 5.0, 2.0, 2.0, 3.0, 1.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 5.0, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 3.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 3.0, 0.0, 1.0, 0.0, 2.0, 3.0, 0.0, 1.0, 1.0]","[527, 1644, 1410, 815, 801, 801, 792, 813, 792, 803, 819, 796, 792, 796, 819, 802, 802, 798, 808, 819, 815, 797, 815, 805, 791, 804, 816, 790, 804, 791, 808, 809, 800, 798, 793, 811, 814, 795, 799, 815, 814, 813, 811, 523, 812, 521, 524, 536, 1410, 524, 822, 1422, 813, 824, 943, 699, 500, 795, 799, 794, 807, 807, 798, 819, 795, 791, 503, 507, 816, 529, 521, 521, 537, 1406, 822, 805, 799, 811, 816, 639, 931, 505, 523, 817, 523, 531, 517, 1718, 508, 519, 503, 1084, 512, 720, 516, 833, 918, 529, 648, 689]",135.973,4.633,6475.456,10.229,28920,28920,51.8,50.9875,0.0,50.005135,37.44434356689453,6.292534351348877,3.545952081680298
9.0,0.0,1.62,757.81,6,1,29910,0,False,163,32,1a9ffbb7c65b4b51a995b5b5a0f9e418,2021-11-13_03-52-05,1636786325,5.043668746948242,157.0748748779297,16491,werikcyano,192.168.1.8,157.0748748779297,0,32,d0fac_00000,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0, 2.0, 0.0, 0.0, 0.0, 5.0, 0.0, 2.0, 5.0, 2.0, 2.0, 3.0, 1.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 5.0, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 3.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 3.0, 0.0, 1.0, 0.0, 2.0, 3.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 3.0, 0.0, 0.0]","[792, 813, 792, 803, 819, 796, 792, 796, 819, 802, 802, 798, 808, 819, 815, 797, 815, 805, 791, 804, 816, 790, 804, 791, 808, 809, 800, 798, 793, 811, 814, 795, 799, 815, 814, 813, 811, 523, 812, 521, 524, 536, 1410, 524, 822, 1422, 813, 824, 943, 699, 500, 795, 799, 794, 807, 807, 798, 819, 795, 791, 503, 507, 816, 529, 521, 521, 537, 1406, 822, 805, 799, 811, 816, 639, 931, 505, 523, 817, 523, 531, 517, 1718, 508, 519, 503, 1084, 512, 720, 516, 833, 918, 529, 648, 689, 525, 639, 615, 1010, 541, 538]",136.324,4.907,6113.938,9.305,29910,29910,51.214285714285715,51.028571428571425,0.0,5.803284,35.45097732543945,-1.1004362106323242,0.023531194776296616
9.0,0.0,1.6,757.22,6,1,30900,0,False,169,33,1a9ffbb7c65b4b51a995b5b5a0f9e418,2021-11-13_03-52-10,1636786330,5.014300346374512,162.0891752243042,16491,werikcyano,192.168.1.8,162.0891752243042,0,33,d0fac_00000,"[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0, 2.0, 0.0, 0.0, 0.0, 5.0, 0.0, 2.0, 5.0, 2.0, 2.0, 3.0, 1.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 5.0, 2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 3.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 9.0, 0.0, 0.0, 0.0, 3.0, 0.0, 1.0, 0.0, 2.0, 3.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 3.0, 0.0, 0.0, 3.0, 0.0, 1.0, 1.0, 4.0, 1.0]","[792, 796, 819, 802, 802, 798, 808, 819, 815, 797, 815, 805, 791, 804, 816, 790, 804, 791, 808, 809, 800, 798, 793, 811, 814, 795, 799, 815, 814, 813, 811, 523, 812, 521, 524, 536, 1410, 524, 822, 1422, 813, 824, 943, 699, 500, 795, 799, 794, 807, 807, 798, 819, 795, 791, 503, 507, 816, 529, 521, 521, 537, 1406, 822, 805, 799, 811, 816, 639, 931, 505, 523, 817, 523, 531, 517, 1718, 508, 519, 503, 1084, 512, 720, 516, 833, 918, 529, 648, 689, 525, 639, 615, 1010, 541, 538, 1010, 524, 642, 653, 1290, 637]",136.589,4.886,6139.983,8.835,30900,30900,52.42857142857143,51.0,0.0,2.9290724,38.283721923828125,0.8654432892799377,0.02045232057571411
