episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,agent_timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/sample_time_ms,timers/sample_throughput,timers/learn_time_ms,timers/learn_throughput,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/allreduce_latency,info/learner/default_policy/policy_loss
152.0,10.0,28.52,28.52,3,0,2200,2200,False,75,11,19eb5e781f1a41c1802ba6923901e41c,2021-11-13_01-29-02,1636777742,0.29813337326049805,3.9126784801483154,11796,werikcyano,192.168.1.8,3.9126784801483154,0,11,357e8_00000,"[17.0, 13.0, 22.0, 14.0, 11.0, 15.0, 28.0, 34.0, 10.0, 29.0, 16.0, 46.0, 21.0, 35.0, 26.0, 13.0, 27.0, 15.0, 56.0, 46.0, 20.0, 29.0, 16.0, 11.0, 23.0, 35.0, 25.0, 19.0, 12.0, 16.0, 44.0, 39.0, 48.0, 38.0, 26.0, 15.0, 17.0, 20.0, 16.0, 18.0, 24.0, 17.0, 48.0, 20.0, 23.0, 14.0, 26.0, 45.0, 35.0, 60.0, 34.0, 11.0, 20.0, 38.0, 23.0, 26.0, 15.0, 21.0, 15.0, 23.0, 36.0, 27.0, 32.0, 11.0, 43.0, 127.0, 11.0, 29.0, 30.0, 22.0, 46.0, 13.0, 152.0, 18.0, 23.0]","[17, 13, 22, 14, 11, 15, 28, 34, 10, 29, 16, 46, 21, 35, 26, 13, 27, 15, 56, 46, 20, 29, 16, 11, 23, 35, 25, 19, 12, 16, 44, 39, 48, 38, 26, 15, 17, 20, 16, 18, 24, 17, 48, 20, 23, 14, 26, 45, 35, 60, 34, 11, 20, 38, 23, 26, 15, 21, 15, 23, 36, 27, 32, 11, 43, 127, 11, 29, 30, 22, 46, 13, 152, 18, 23]",0.11409671871321421,1.4458444830396955,0.07493655132628937,0.12723276452223944,0.0,341.561,585.547,5.443,36745.081,2200,2200,2200,,,0.0,18.136058807373047
152.0,10.0,30.487179487179485,30.487179487179485,3,0,2400,2400,False,78,12,19eb5e781f1a41c1802ba6923901e41c,2021-11-13_01-29-02,1636777742,0.30535197257995605,4.2180304527282715,11796,werikcyano,192.168.1.8,4.2180304527282715,0,12,357e8_00000,"[17.0, 13.0, 22.0, 14.0, 11.0, 15.0, 28.0, 34.0, 10.0, 29.0, 16.0, 46.0, 21.0, 35.0, 26.0, 13.0, 27.0, 15.0, 56.0, 46.0, 20.0, 29.0, 16.0, 11.0, 23.0, 35.0, 25.0, 19.0, 12.0, 16.0, 44.0, 39.0, 48.0, 38.0, 26.0, 15.0, 17.0, 20.0, 16.0, 18.0, 24.0, 17.0, 48.0, 20.0, 23.0, 14.0, 26.0, 45.0, 35.0, 60.0, 34.0, 11.0, 20.0, 38.0, 23.0, 26.0, 15.0, 21.0, 15.0, 23.0, 36.0, 27.0, 32.0, 11.0, 43.0, 127.0, 11.0, 29.0, 30.0, 22.0, 46.0, 13.0, 152.0, 18.0, 23.0, 81.0, 88.0, 70.0]","[17, 13, 22, 14, 11, 15, 28, 34, 10, 29, 16, 46, 21, 35, 26, 13, 27, 15, 56, 46, 20, 29, 16, 11, 23, 35, 25, 19, 12, 16, 44, 39, 48, 38, 26, 15, 17, 20, 16, 18, 24, 17, 48, 20, 23, 14, 26, 45, 35, 60, 34, 11, 20, 38, 23, 26, 15, 21, 15, 23, 36, 27, 32, 11, 43, 127, 11, 29, 30, 22, 46, 13, 152, 18, 23, 81, 88, 70]",0.11369492641257271,1.4442561292388014,0.07480600150912542,0.1267286749567548,0.0,340.882,586.713,5.441,36761.184,2400,2400,2400,56.0,42.2,0.0,17.405179977416992
152.0,10.0,30.74390243902439,30.74390243902439,4,0,2600,2600,False,82,13,19eb5e781f1a41c1802ba6923901e41c,2021-11-13_01-29-02,1636777742,0.29076385498046875,4.50879430770874,11796,werikcyano,192.168.1.8,4.50879430770874,0,13,357e8_00000,"[17.0, 13.0, 22.0, 14.0, 11.0, 15.0, 28.0, 34.0, 10.0, 29.0, 16.0, 46.0, 21.0, 35.0, 26.0, 13.0, 27.0, 15.0, 56.0, 46.0, 20.0, 29.0, 16.0, 11.0, 23.0, 35.0, 25.0, 19.0, 12.0, 16.0, 44.0, 39.0, 48.0, 38.0, 26.0, 15.0, 17.0, 20.0, 16.0, 18.0, 24.0, 17.0, 48.0, 20.0, 23.0, 14.0, 26.0, 45.0, 35.0, 60.0, 34.0, 11.0, 20.0, 38.0, 23.0, 26.0, 15.0, 21.0, 15.0, 23.0, 36.0, 27.0, 32.0, 11.0, 43.0, 127.0, 11.0, 29.0, 30.0, 22.0, 46.0, 13.0, 152.0, 18.0, 23.0, 81.0, 88.0, 70.0, 26.0, 72.0, 22.0, 23.0]","[17, 13, 22, 14, 11, 15, 28, 34, 10, 29, 16, 46, 21, 35, 26, 13, 27, 15, 56, 46, 20, 29, 16, 11, 23, 35, 25, 19, 12, 16, 44, 39, 48, 38, 26, 15, 17, 20, 16, 18, 24, 17, 48, 20, 23, 14, 26, 45, 35, 60, 34, 11, 20, 38, 23, 26, 15, 21, 15, 23, 36, 27, 32, 11, 43, 127, 11, 29, 30, 22, 46, 13, 152, 18, 23, 81, 88, 70, 26, 72, 22, 23]",0.11314153090869601,1.4414757675421823,0.07460457078148137,0.12604499030032276,0.0,332.793,600.974,5.221,38310.269,2600,2600,2600,,,0.0,16.315034866333008
152.0,10.0,31.636363636363637,31.636363636363637,6,0,2800,2800,False,88,14,19eb5e781f1a41c1802ba6923901e41c,2021-11-13_01-29-03,1636777743,0.2979893684387207,4.806783676147461,11796,werikcyano,192.168.1.8,4.806783676147461,0,14,357e8_00000,"[17.0, 13.0, 22.0, 14.0, 11.0, 15.0, 28.0, 34.0, 10.0, 29.0, 16.0, 46.0, 21.0, 35.0, 26.0, 13.0, 27.0, 15.0, 56.0, 46.0, 20.0, 29.0, 16.0, 11.0, 23.0, 35.0, 25.0, 19.0, 12.0, 16.0, 44.0, 39.0, 48.0, 38.0, 26.0, 15.0, 17.0, 20.0, 16.0, 18.0, 24.0, 17.0, 48.0, 20.0, 23.0, 14.0, 26.0, 45.0, 35.0, 60.0, 34.0, 11.0, 20.0, 38.0, 23.0, 26.0, 15.0, 21.0, 15.0, 23.0, 36.0, 27.0, 32.0, 11.0, 43.0, 127.0, 11.0, 29.0, 30.0, 22.0, 46.0, 13.0, 152.0, 18.0, 23.0, 81.0, 88.0, 70.0, 26.0, 72.0, 22.0, 23.0, 94.0, 43.0, 23.0, 32.0, 36.0, 35.0]","[17, 13, 22, 14, 11, 15, 28, 34, 10, 29, 16, 46, 21, 35, 26, 13, 27, 15, 56, 46, 20, 29, 16, 11, 23, 35, 25, 19, 12, 16, 44, 39, 48, 38, 26, 15, 17, 20, 16, 18, 24, 17, 48, 20, 23, 14, 26, 45, 35, 60, 34, 11, 20, 38, 23, 26, 15, 21, 15, 23, 36, 27, 32, 11, 43, 127, 11, 29, 30, 22, 46, 13, 152, 18, 23, 81, 88, 70, 26, 72, 22, 23, 94, 43, 23, 32, 36, 35]",0.1123414821515114,1.436822117895986,0.07430331411582716,0.12511653160248212,0.0,329.981,606.096,5.146,38861.696,2800,2800,2800,61.3,42.1,0.0,9.20057487487793
152.0,10.0,32.833333333333336,32.833333333333336,2,0,3000,3000,False,90,15,19eb5e781f1a41c1802ba6923901e41c,2021-11-13_01-29-03,1636777743,0.26305174827575684,5.069835424423218,11796,werikcyano,192.168.1.8,5.069835424423218,0,15,357e8_00000,"[17.0, 13.0, 22.0, 14.0, 11.0, 15.0, 28.0, 34.0, 10.0, 29.0, 16.0, 46.0, 21.0, 35.0, 26.0, 13.0, 27.0, 15.0, 56.0, 46.0, 20.0, 29.0, 16.0, 11.0, 23.0, 35.0, 25.0, 19.0, 12.0, 16.0, 44.0, 39.0, 48.0, 38.0, 26.0, 15.0, 17.0, 20.0, 16.0, 18.0, 24.0, 17.0, 48.0, 20.0, 23.0, 14.0, 26.0, 45.0, 35.0, 60.0, 34.0, 11.0, 20.0, 38.0, 23.0, 26.0, 15.0, 21.0, 15.0, 23.0, 36.0, 27.0, 32.0, 11.0, 43.0, 127.0, 11.0, 29.0, 30.0, 22.0, 46.0, 13.0, 152.0, 18.0, 23.0, 81.0, 88.0, 70.0, 26.0, 72.0, 22.0, 23.0, 94.0, 43.0, 23.0, 32.0, 36.0, 35.0, 119.0, 52.0]","[17, 13, 22, 14, 11, 15, 28, 34, 10, 29, 16, 46, 21, 35, 26, 13, 27, 15, 56, 46, 20, 29, 16, 11, 23, 35, 25, 19, 12, 16, 44, 39, 48, 38, 26, 15, 17, 20, 16, 18, 24, 17, 48, 20, 23, 14, 26, 45, 35, 60, 34, 11, 20, 38, 23, 26, 15, 21, 15, 23, 36, 27, 32, 11, 43, 127, 11, 29, 30, 22, 46, 13, 152, 18, 23, 81, 88, 70, 26, 72, 22, 23, 94, 43, 23, 32, 36, 35, 119, 52]",0.11206157459397531,1.4349538997150808,0.07418861170714129,0.12479971519027572,0.0,320.498,624.028,5.15,38832.912,3000,3000,3000,,,0.0,18.6751708984375
152.0,10.0,33.27956989247312,33.27956989247312,3,0,3200,3200,False,93,16,19eb5e781f1a41c1802ba6923901e41c,2021-11-13_01-29-03,1636777743,0.27037739753723145,5.340212821960449,11796,werikcyano,192.168.1.8,5.340212821960449,0,16,357e8_00000,"[17.0, 13.0, 22.0, 14.0, 11.0, 15.0, 28.0, 34.0, 10.0, 29.0, 16.0, 46.0, 21.0, 35.0, 26.0, 13.0, 27.0, 15.0, 56.0, 46.0, 20.0, 29.0, 16.0, 11.0, 23.0, 35.0, 25.0, 19.0, 12.0, 16.0, 44.0, 39.0, 48.0, 38.0, 26.0, 15.0, 17.0, 20.0, 16.0, 18.0, 24.0, 17.0, 48.0, 20.0, 23.0, 14.0, 26.0, 45.0, 35.0, 60.0, 34.0, 11.0, 20.0, 38.0, 23.0, 26.0, 15.0, 21.0, 15.0, 23.0, 36.0, 27.0, 32.0, 11.0, 43.0, 127.0, 11.0, 29.0, 30.0, 22.0, 46.0, 13.0, 152.0, 18.0, 23.0, 81.0, 88.0, 70.0, 26.0, 72.0, 22.0, 23.0, 94.0, 43.0, 23.0, 32.0, 36.0, 35.0, 119.0, 52.0, 48.0, 28.0, 64.0]","[17, 13, 22, 14, 11, 15, 28, 34, 10, 29, 16, 46, 21, 35, 26, 13, 27, 15, 56, 46, 20, 29, 16, 11, 23, 35, 25, 19, 12, 16, 44, 39, 48, 38, 26, 15, 17, 20, 16, 18, 24, 17, 48, 20, 23, 14, 26, 45, 35, 60, 34, 11, 20, 38, 23, 26, 15, 21, 15, 23, 36, 27, 32, 11, 43, 127, 11, 29, 30, 22, 46, 13, 152, 18, 23, 81, 88, 70, 26, 72, 22, 23, 94, 43, 23, 32, 36, 35, 119, 52, 48, 28, 64]",0.11162579649727031,1.4317732845945728,0.07400277813006616,0.12431808022611616,0.0,300.445,665.679,4.853,41211.94,3200,3200,3200,,,0.0,18.52916717529297
173.0,10.0,35.333333333333336,35.333333333333336,3,0,3400,3400,False,96,17,19eb5e781f1a41c1802ba6923901e41c,2021-11-13_01-29-04,1636777744,0.31027722358703613,5.650490045547485,11796,werikcyano,192.168.1.8,5.650490045547485,0,17,357e8_00000,"[17.0, 13.0, 22.0, 14.0, 11.0, 15.0, 28.0, 34.0, 10.0, 29.0, 16.0, 46.0, 21.0, 35.0, 26.0, 13.0, 27.0, 15.0, 56.0, 46.0, 20.0, 29.0, 16.0, 11.0, 23.0, 35.0, 25.0, 19.0, 12.0, 16.0, 44.0, 39.0, 48.0, 38.0, 26.0, 15.0, 17.0, 20.0, 16.0, 18.0, 24.0, 17.0, 48.0, 20.0, 23.0, 14.0, 26.0, 45.0, 35.0, 60.0, 34.0, 11.0, 20.0, 38.0, 23.0, 26.0, 15.0, 21.0, 15.0, 23.0, 36.0, 27.0, 32.0, 11.0, 43.0, 127.0, 11.0, 29.0, 30.0, 22.0, 46.0, 13.0, 152.0, 18.0, 23.0, 81.0, 88.0, 70.0, 26.0, 72.0, 22.0, 23.0, 94.0, 43.0, 23.0, 32.0, 36.0, 35.0, 119.0, 52.0, 48.0, 28.0, 64.0, 173.0, 19.0, 105.0]","[17, 13, 22, 14, 11, 15, 28, 34, 10, 29, 16, 46, 21, 35, 26, 13, 27, 15, 56, 46, 20, 29, 16, 11, 23, 35, 25, 19, 12, 16, 44, 39, 48, 38, 26, 15, 17, 20, 16, 18, 24, 17, 48, 20, 23, 14, 26, 45, 35, 60, 34, 11, 20, 38, 23, 26, 15, 21, 15, 23, 36, 27, 32, 11, 43, 127, 11, 29, 30, 22, 46, 13, 152, 18, 23, 81, 88, 70, 26, 72, 22, 23, 94, 43, 23, 32, 36, 35, 119, 52, 48, 28, 64, 173, 19, 105]",0.11119995501063296,1.4286468525060412,0.07381955235132265,0.12385452087491583,0.0,292.341,684.134,4.773,41901.557,3400,3400,3400,50.2,42.1,0.0,18.442869186401367
173.0,10.0,35.96,35.96,4,0,3600,3600,False,100,18,19eb5e781f1a41c1802ba6923901e41c,2021-11-13_01-29-04,1636777744,0.2776057720184326,5.928095817565918,11796,werikcyano,192.168.1.8,5.928095817565918,0,18,357e8_00000,"[17.0, 13.0, 22.0, 14.0, 11.0, 15.0, 28.0, 34.0, 10.0, 29.0, 16.0, 46.0, 21.0, 35.0, 26.0, 13.0, 27.0, 15.0, 56.0, 46.0, 20.0, 29.0, 16.0, 11.0, 23.0, 35.0, 25.0, 19.0, 12.0, 16.0, 44.0, 39.0, 48.0, 38.0, 26.0, 15.0, 17.0, 20.0, 16.0, 18.0, 24.0, 17.0, 48.0, 20.0, 23.0, 14.0, 26.0, 45.0, 35.0, 60.0, 34.0, 11.0, 20.0, 38.0, 23.0, 26.0, 15.0, 21.0, 15.0, 23.0, 36.0, 27.0, 32.0, 11.0, 43.0, 127.0, 11.0, 29.0, 30.0, 22.0, 46.0, 13.0, 152.0, 18.0, 23.0, 81.0, 88.0, 70.0, 26.0, 72.0, 22.0, 23.0, 94.0, 43.0, 23.0, 32.0, 36.0, 35.0, 119.0, 52.0, 48.0, 28.0, 64.0, 173.0, 19.0, 105.0, 54.0, 66.0, 39.0, 45.0]","[17, 13, 22, 14, 11, 15, 28, 34, 10, 29, 16, 46, 21, 35, 26, 13, 27, 15, 56, 46, 20, 29, 16, 11, 23, 35, 25, 19, 12, 16, 44, 39, 48, 38, 26, 15, 17, 20, 16, 18, 24, 17, 48, 20, 23, 14, 26, 45, 35, 60, 34, 11, 20, 38, 23, 26, 15, 21, 15, 23, 36, 27, 32, 11, 43, 127, 11, 29, 30, 22, 46, 13, 152, 18, 23, 81, 88, 70, 26, 72, 22, 23, 94, 43, 23, 32, 36, 35, 119, 52, 48, 28, 64, 173, 19, 105, 54, 66, 39, 45]",0.11068308656027166,1.4242319407295312,0.07357659305632946,0.1232501436731602,0.0,280.913,711.965,4.807,41605.618,3600,3600,3600,,,0.0,13.383432388305664
173.0,10.0,36.35,36.35,1,0,3800,3800,False,101,19,19eb5e781f1a41c1802ba6923901e41c,2021-11-13_01-29-04,1636777744,0.2838125228881836,6.211908340454102,11796,werikcyano,192.168.1.8,6.211908340454102,0,19,357e8_00000,"[13.0, 22.0, 14.0, 11.0, 15.0, 28.0, 34.0, 10.0, 29.0, 16.0, 46.0, 21.0, 35.0, 26.0, 13.0, 27.0, 15.0, 56.0, 46.0, 20.0, 29.0, 16.0, 11.0, 23.0, 35.0, 25.0, 19.0, 12.0, 16.0, 44.0, 39.0, 48.0, 38.0, 26.0, 15.0, 17.0, 20.0, 16.0, 18.0, 24.0, 17.0, 48.0, 20.0, 23.0, 14.0, 26.0, 45.0, 35.0, 60.0, 34.0, 11.0, 20.0, 38.0, 23.0, 26.0, 15.0, 21.0, 15.0, 23.0, 36.0, 27.0, 32.0, 11.0, 43.0, 127.0, 11.0, 29.0, 30.0, 22.0, 46.0, 13.0, 152.0, 18.0, 23.0, 81.0, 88.0, 70.0, 26.0, 72.0, 22.0, 23.0, 94.0, 43.0, 23.0, 32.0, 36.0, 35.0, 119.0, 52.0, 48.0, 28.0, 64.0, 173.0, 19.0, 105.0, 54.0, 66.0, 39.0, 45.0, 56.0]","[13, 22, 14, 11, 15, 28, 34, 10, 29, 16, 46, 21, 35, 26, 13, 27, 15, 56, 46, 20, 29, 16, 11, 23, 35, 25, 19, 12, 16, 44, 39, 48, 38, 26, 15, 17, 20, 16, 18, 24, 17, 48, 20, 23, 14, 26, 45, 35, 60, 34, 11, 20, 38, 23, 26, 15, 21, 15, 23, 36, 27, 32, 11, 43, 127, 11, 29, 30, 22, 46, 13, 152, 18, 23, 81, 88, 70, 26, 72, 22, 23, 94, 43, 23, 32, 36, 35, 119, 52, 48, 28, 64, 173, 19, 105, 54, 66, 39, 45, 56]",0.1103336266673986,1.4227041524955268,0.07345019199209724,0.12277390123434503,0.0,281.529,710.408,4.805,41621.514,3800,3800,3800,59.6,42.1,0.0,25.555727005004883
173.0,10.0,38.73,38.73,2,0,4000,4000,False,103,20,19eb5e781f1a41c1802ba6923901e41c,2021-11-13_01-29-04,1636777744,0.31002187728881836,6.52193021774292,11796,werikcyano,192.168.1.8,6.52193021774292,0,20,357e8_00000,"[14.0, 11.0, 15.0, 28.0, 34.0, 10.0, 29.0, 16.0, 46.0, 21.0, 35.0, 26.0, 13.0, 27.0, 15.0, 56.0, 46.0, 20.0, 29.0, 16.0, 11.0, 23.0, 35.0, 25.0, 19.0, 12.0, 16.0, 44.0, 39.0, 48.0, 38.0, 26.0, 15.0, 17.0, 20.0, 16.0, 18.0, 24.0, 17.0, 48.0, 20.0, 23.0, 14.0, 26.0, 45.0, 35.0, 60.0, 34.0, 11.0, 20.0, 38.0, 23.0, 26.0, 15.0, 21.0, 15.0, 23.0, 36.0, 27.0, 32.0, 11.0, 43.0, 127.0, 11.0, 29.0, 30.0, 22.0, 46.0, 13.0, 152.0, 18.0, 23.0, 81.0, 88.0, 70.0, 26.0, 72.0, 22.0, 23.0, 94.0, 43.0, 23.0, 32.0, 36.0, 35.0, 119.0, 52.0, 48.0, 28.0, 64.0, 173.0, 19.0, 105.0, 54.0, 66.0, 39.0, 45.0, 56.0, 149.0, 124.0]","[14, 11, 15, 28, 34, 10, 29, 16, 46, 21, 35, 26, 13, 27, 15, 56, 46, 20, 29, 16, 11, 23, 35, 25, 19, 12, 16, 44, 39, 48, 38, 26, 15, 17, 20, 16, 18, 24, 17, 48, 20, 23, 14, 26, 45, 35, 60, 34, 11, 20, 38, 23, 26, 15, 21, 15, 23, 36, 27, 32, 11, 43, 127, 11, 29, 30, 22, 46, 13, 152, 18, 23, 81, 88, 70, 26, 72, 22, 23, 94, 43, 23, 32, 36, 35, 119, 52, 48, 28, 64, 173, 19, 105, 54, 66, 39, 45, 56, 149, 124]",0.10962378617358295,1.4195950445733547,0.0731945087452837,0.12181684099884837,0.0,285.244,701.153,4.793,41731.046,4000,4000,4000,,,0.0,22.516372680664062
173.0,10.0,40.47,40.47,4,0,4200,4200,False,107,21,19eb5e781f1a41c1802ba6923901e41c,2021-11-13_01-29-05,1636777745,0.4286637306213379,6.950593948364258,11796,werikcyano,192.168.1.8,6.950593948364258,0,21,357e8_00000,"[34.0, 10.0, 29.0, 16.0, 46.0, 21.0, 35.0, 26.0, 13.0, 27.0, 15.0, 56.0, 46.0, 20.0, 29.0, 16.0, 11.0, 23.0, 35.0, 25.0, 19.0, 12.0, 16.0, 44.0, 39.0, 48.0, 38.0, 26.0, 15.0, 17.0, 20.0, 16.0, 18.0, 24.0, 17.0, 48.0, 20.0, 23.0, 14.0, 26.0, 45.0, 35.0, 60.0, 34.0, 11.0, 20.0, 38.0, 23.0, 26.0, 15.0, 21.0, 15.0, 23.0, 36.0, 27.0, 32.0, 11.0, 43.0, 127.0, 11.0, 29.0, 30.0, 22.0, 46.0, 13.0, 152.0, 18.0, 23.0, 81.0, 88.0, 70.0, 26.0, 72.0, 22.0, 23.0, 94.0, 43.0, 23.0, 32.0, 36.0, 35.0, 119.0, 52.0, 48.0, 28.0, 64.0, 173.0, 19.0, 105.0, 54.0, 66.0, 39.0, 45.0, 56.0, 149.0, 124.0, 79.0, 56.0, 71.0, 36.0]","[34, 10, 29, 16, 46, 21, 35, 26, 13, 27, 15, 56, 46, 20, 29, 16, 11, 23, 35, 25, 19, 12, 16, 44, 39, 48, 38, 26, 15, 17, 20, 16, 18, 24, 17, 48, 20, 23, 14, 26, 45, 35, 60, 34, 11, 20, 38, 23, 26, 15, 21, 15, 23, 36, 27, 32, 11, 43, 127, 11, 29, 30, 22, 46, 13, 152, 18, 23, 81, 88, 70, 26, 72, 22, 23, 94, 43, 23, 32, 36, 35, 119, 52, 48, 28, 64, 173, 19, 105, 54, 66, 39, 45, 56, 149, 124, 79, 56, 71, 36]",0.10822843126694293,1.4142876832890336,0.07272699715329946,0.11993868105636764,0.0,298.382,670.283,4.695,42601.445,4200,4200,4200,65.7,42.1,0.0,13.395040512084961
197.0,10.0,42.1,42.1,1,0,4400,4400,False,108,22,19eb5e781f1a41c1802ba6923901e41c,2021-11-13_01-29-05,1636777745,0.45227622985839844,7.402870178222656,11796,werikcyano,192.168.1.8,7.402870178222656,0,22,357e8_00000,"[10.0, 29.0, 16.0, 46.0, 21.0, 35.0, 26.0, 13.0, 27.0, 15.0, 56.0, 46.0, 20.0, 29.0, 16.0, 11.0, 23.0, 35.0, 25.0, 19.0, 12.0, 16.0, 44.0, 39.0, 48.0, 38.0, 26.0, 15.0, 17.0, 20.0, 16.0, 18.0, 24.0, 17.0, 48.0, 20.0, 23.0, 14.0, 26.0, 45.0, 35.0, 60.0, 34.0, 11.0, 20.0, 38.0, 23.0, 26.0, 15.0, 21.0, 15.0, 23.0, 36.0, 27.0, 32.0, 11.0, 43.0, 127.0, 11.0, 29.0, 30.0, 22.0, 46.0, 13.0, 152.0, 18.0, 23.0, 81.0, 88.0, 70.0, 26.0, 72.0, 22.0, 23.0, 94.0, 43.0, 23.0, 32.0, 36.0, 35.0, 119.0, 52.0, 48.0, 28.0, 64.0, 173.0, 19.0, 105.0, 54.0, 66.0, 39.0, 45.0, 56.0, 149.0, 124.0, 79.0, 56.0, 71.0, 36.0, 197.0]","[10, 29, 16, 46, 21, 35, 26, 13, 27, 15, 56, 46, 20, 29, 16, 11, 23, 35, 25, 19, 12, 16, 44, 39, 48, 38, 26, 15, 17, 20, 16, 18, 24, 17, 48, 20, 23, 14, 26, 45, 35, 60, 34, 11, 20, 38, 23, 26, 15, 21, 15, 23, 36, 27, 32, 11, 43, 127, 11, 29, 30, 22, 46, 13, 152, 18, 23, 81, 88, 70, 26, 72, 22, 23, 94, 43, 23, 32, 36, 35, 119, 52, 48, 28, 64, 173, 19, 105, 54, 66, 39, 45, 56, 149, 124, 79, 56, 71, 36, 197]",0.10789879747843464,1.4131959903219746,0.07261575098138447,0.11948585296692618,0.0,312.819,639.348,4.934,40533.292,4400,4400,4400,79.2,42.1,0.0,26.162860870361328
200.0,11.0,44.0,44.0,1,0,4600,4600,False,109,23,19eb5e781f1a41c1802ba6923901e41c,2021-11-13_01-29-06,1636777746,0.4748077392578125,7.877677917480469,11796,werikcyano,192.168.1.8,7.877677917480469,0,23,357e8_00000,"[29.0, 16.0, 46.0, 21.0, 35.0, 26.0, 13.0, 27.0, 15.0, 56.0, 46.0, 20.0, 29.0, 16.0, 11.0, 23.0, 35.0, 25.0, 19.0, 12.0, 16.0, 44.0, 39.0, 48.0, 38.0, 26.0, 15.0, 17.0, 20.0, 16.0, 18.0, 24.0, 17.0, 48.0, 20.0, 23.0, 14.0, 26.0, 45.0, 35.0, 60.0, 34.0, 11.0, 20.0, 38.0, 23.0, 26.0, 15.0, 21.0, 15.0, 23.0, 36.0, 27.0, 32.0, 11.0, 43.0, 127.0, 11.0, 29.0, 30.0, 22.0, 46.0, 13.0, 152.0, 18.0, 23.0, 81.0, 88.0, 70.0, 26.0, 72.0, 22.0, 23.0, 94.0, 43.0, 23.0, 32.0, 36.0, 35.0, 119.0, 52.0, 48.0, 28.0, 64.0, 173.0, 19.0, 105.0, 54.0, 66.0, 39.0, 45.0, 56.0, 149.0, 124.0, 79.0, 56.0, 71.0, 36.0, 197.0, 200.0]","[29, 16, 46, 21, 35, 26, 13, 27, 15, 56, 46, 20, 29, 16, 11, 23, 35, 25, 19, 12, 16, 44, 39, 48, 38, 26, 15, 17, 20, 16, 18, 24, 17, 48, 20, 23, 14, 26, 45, 35, 60, 34, 11, 20, 38, 23, 26, 15, 21, 15, 23, 36, 27, 32, 11, 43, 127, 11, 29, 30, 22, 46, 13, 152, 18, 23, 81, 88, 70, 26, 72, 22, 23, 94, 43, 23, 32, 36, 35, 119, 52, 48, 28, 64, 173, 19, 105, 54, 66, 39, 45, 56, 149, 124, 79, 56, 71, 36, 197, 200]",0.10757439408970511,1.4123866987533842,0.07250997390368825,0.11903790974518978,0.0,330.773,604.645,5.336,37481.772,4600,4600,4600,,,0.0,27.0894775390625
200.0,11.0,45.71,45.71,1,0,4800,4800,False,110,24,19eb5e781f1a41c1802ba6923901e41c,2021-11-13_01-29-06,1636777746,0.4474198818206787,8.325097799301147,11796,werikcyano,192.168.1.8,8.325097799301147,0,24,357e8_00000,"[16.0, 46.0, 21.0, 35.0, 26.0, 13.0, 27.0, 15.0, 56.0, 46.0, 20.0, 29.0, 16.0, 11.0, 23.0, 35.0, 25.0, 19.0, 12.0, 16.0, 44.0, 39.0, 48.0, 38.0, 26.0, 15.0, 17.0, 20.0, 16.0, 18.0, 24.0, 17.0, 48.0, 20.0, 23.0, 14.0, 26.0, 45.0, 35.0, 60.0, 34.0, 11.0, 20.0, 38.0, 23.0, 26.0, 15.0, 21.0, 15.0, 23.0, 36.0, 27.0, 32.0, 11.0, 43.0, 127.0, 11.0, 29.0, 30.0, 22.0, 46.0, 13.0, 152.0, 18.0, 23.0, 81.0, 88.0, 70.0, 26.0, 72.0, 22.0, 23.0, 94.0, 43.0, 23.0, 32.0, 36.0, 35.0, 119.0, 52.0, 48.0, 28.0, 64.0, 173.0, 19.0, 105.0, 54.0, 66.0, 39.0, 45.0, 56.0, 149.0, 124.0, 79.0, 56.0, 71.0, 36.0, 197.0, 200.0, 200.0]","[16, 46, 21, 35, 26, 13, 27, 15, 56, 46, 20, 29, 16, 11, 23, 35, 25, 19, 12, 16, 44, 39, 48, 38, 26, 15, 17, 20, 16, 18, 24, 17, 48, 20, 23, 14, 26, 45, 35, 60, 34, 11, 20, 38, 23, 26, 15, 21, 15, 23, 36, 27, 32, 11, 43, 127, 11, 29, 30, 22, 46, 13, 152, 18, 23, 81, 88, 70, 26, 72, 22, 23, 94, 43, 23, 32, 36, 35, 119, 52, 48, 28, 64, 173, 19, 105, 54, 66, 39, 45, 56, 149, 124, 79, 56, 71, 36, 197, 200, 200]",0.10725446402345408,1.4117649883609418,0.07241743497819528,0.11860907429603679,0.0,345.761,578.434,5.293,37783.799,4800,4800,4800,80.8,42.3,0.0,25.821069717407227
